scope,lane_mask,ack_lane_mask,payload_len,payload_pattern,source_stage,source_evidence,sent_frames,rx_good,ack_seen,crc_bad,payload_mismatch,retry_count,max_latency_cycles,txd_high_consecutive_max_cycles,duty_window_violation,shutdown_status,status,reason
two_lane,0x3,0x3,0,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,63,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,63,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,63,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,63,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,63,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,63,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,64,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,64,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,64,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,64,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,64,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,64,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,64,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,64,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,64,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,127,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,127,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,127,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,127,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,127,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,127,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,127,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,127,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,127,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,128,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,128,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,128,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,128,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,128,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,128,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,128,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,128,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,128,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,247,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,247,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,247,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,247,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,247,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,247,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,247,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,247,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,247,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,255,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,255,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,255,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,255,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,255,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,255,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,255,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,255,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,255,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,256,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,256,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,256,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,256,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,256,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,256,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,256,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,256,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,256,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
